id,arrival_time
0,9.766985893249442
1,9.887731075286943
2,10.407164573669446
3,10.411578178405833
4,10.532090187072775
5,10.61177158355722
6,10.98803853988639
7,11.490842103958055
8,11.493425130844166
9,11.50021982193
10,11.633686065673889
11,11.809792280197222
12,11.902820587158336
13,12.027096033096388
14,12.077367544174166
15,12.1353340148925
16,12.16561746597278
17,12.326829671859723
18,12.53453516960139
19,12.574404001235832
20,12.59273815155028
21,12.655235052108887
22,12.67100977897639
23,12.680378437042222
24,12.7700123786925
25,12.789513349533085
26,12.8558156490325
27,12.937831640243612
28,12.942834854126112
29,12.992655515670831
30,13.042242407798888
31,13.047286152839725
32,13.112165331840556
33,13.119007945060831
34,13.154227018356387
35,13.165366768836943
36,13.327504396438613
37,13.336858391761666
38,13.378795266151387
39,13.37923967838278
40,13.396432399749724
41,13.434476494789166
42,13.437536001205556
43,13.46996307373047
44,13.522770404815557
45,13.541876196861388
46,13.572829484939446
47,13.577594399452222
48,13.5921404361725
49,13.607628107070834
50,13.616065621376112
51,13.642491936683612
52,13.650830984115556
53,13.660560488700831
54,13.678148150444166
55,13.689535737037778
56,13.6896649599075
57,13.695573329925557
58,13.705470085144167
59,13.725347876548888
60,13.7902265787125
61,13.808521032333331
62,13.870124459266666
63,13.884038567543056
64,13.887112259864722
65,13.897888302803056
66,13.90893936157222
67,13.91237950325
68,13.944946885108887
69,13.944980621337775
70,14.04872721433639
71,14.084690690040556
72,14.143085837364191
73,14.186001002788611
74,14.192474603653055
75,14.206902384758054
76,14.2117248773575
77,14.248800635337776
78,14.303631484508609
79,14.318488657474443
80,14.326526582241112
81,14.347875714301944
82,14.38897895813
83,14.446301996707776
84,14.458159804344168
85,14.480265378951945
86,14.5054004490375
87,14.536509901285276
88,14.583615690469724
89,14.622189462184917
90,14.673313289880834
91,14.686385095119444
92,14.709443956613612
93,14.727714538574164
94,14.732900738716111
95,14.77005249261861
96,14.770684927701945
97,14.819708287715834
98,14.827133297920277
99,14.858453571796389
100,14.883456945419312
101,14.95121488347639
102,14.981632625684169
103,14.995564109645832
104,15.00560505455361
105,15.01231043133889
106,15.0212421901525
107,15.06127844378361
108,15.078424029052224
109,15.086439825594445
110,15.08995436877
111,15.1646948605775
112,15.165238231420558
113,15.204931035637776
114,15.24474383890639
115,15.420883685350557
116,15.475382328033332
117,15.504568040370836
118,15.522125959396387
119,15.555378973484167
120,15.72927176952361
121,15.750491142273054
122,15.754984378814722
123,15.832952737808332
124,15.852430343628058
125,15.8584248423575
126,15.861263394355834
127,15.872294247150554
128,15.88965779542922
129,15.904254317283613
130,15.919822871685
131,15.928874731063832
132,15.98120957613
133,15.984883189201389
134,16.010381102561944
135,16.069125890731947
136,16.107431054115278
137,16.111736416816665
138,16.167120814323333
139,16.171509146690276
140,16.224262356758054
141,16.241588830947777
142,16.345876455306943
143,16.389051556587223
144,16.39436745643611
145,16.419445276260277
146,16.433304905891386
147,16.50759041309361
148,16.539109349250833
149,16.61132371425639
150,16.68494427204139
151,16.695242285728334
152,16.712731480598332
153,16.754215598106388
154,16.75483059883111
155,16.826575398445
156,16.858988523483333
157,16.862128496169998
158,16.898174405098057
159,17.045218944549447
160,17.076745033264167
161,17.23757839202889
162,17.343079805374167
163,17.355110168456946
164,17.39361953735361
165,17.395717859268057
166,17.515325784683334
167,17.660571098327498
